model,benchmark,config,seed,cell_id,iteration,parent_a,parent_b,ancestor,actual_event,actual_full_val_lift,variant,G1_pass,G1_score_a,G1_score_b,G1_ref_score,G2_agreement,G2_pass,G3_gini,G3_unavailable,G3_pass,layer1_passed,layer1_skip_reason,behavioral_diversity,selected_algo,algo_reason,max_pred_tokens_a,max_pred_tokens_b,predicted_growth_ratio,specialization_split,token_jaccard,final_decision
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,83,9,12,0,accepted,-0.023333333333333317,G3_on,True,0.41,0.6,0.395,0.7566666666666667,True,0.375,False,True,True,,0.24333333333333335,summarize_before,bloat_risk_growth_over_safe_ratio,624,731,1.3342175066312998,,,summarize_before
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,83,9,12,0,accepted,-0.023333333333333317,G3_off,True,0.41,0.6,0.395,0.7566666666666667,True,,False,True,True,,0.24333333333333335,summarize_before,bloat_risk_growth_over_safe_ratio,624,731,1.3342175066312998,,,summarize_before
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,87,8,14,0,accepted,0.00666666666666671,G3_on,False,0.38,0.5766666666666667,0.41,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,611,1236,1.2359952324195471,0.2633333333333333,0.16147308781869688,skip
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,87,8,14,0,accepted,0.00666666666666671,G3_off,False,0.38,0.5766666666666667,0.41,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,611,1236,1.2359952324195471,0.2633333333333333,0.16147308781869688,skip
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,117,14,17,2,accepted,0.010000000000000009,G3_on,True,0.5766666666666667,0.5633333333333334,0.485,0.9133333333333333,True,0.36111111111111116,False,True,True,,0.08666666666666667,summarize_before,bloat_risk_growth_over_safe_ratio,1236,1011,1.4266984505363527,,,summarize_before
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,117,14,17,2,accepted,0.010000000000000009,G3_off,True,0.5766666666666667,0.5633333333333334,0.485,0.9133333333333333,True,,False,True,True,,0.08666666666666667,summarize_before,bloat_risk_growth_over_safe_ratio,1236,1011,1.4266984505363527,,,summarize_before
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,121,9,13,0,accepted,0.013333333333333308,G3_on,False,0.41,0.56,0.56,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,624,788,1.3044949250845819,,,skip
gpt-4.1-mini,hotpotqa,combine_all_immediate,0,gpt-4.1-mini/hotpotqa/combine_all_immediate_s0,121,9,13,0,accepted,0.013333333333333308,G3_off,False,0.41,0.56,0.56,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,624,788,1.3044949250845819,,,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,74,3,6,0,accepted,0.020000000000000018,G3_on,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,74,3,6,0,accepted,0.020000000000000018,G3_off,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,180,9,11,0,accepted,-0.016666666666666607,G3_on,False,0.58,0.6,0.5983333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1433,694,1.3567596566523605,,,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,180,9,11,0,accepted,-0.016666666666666607,G3_off,False,0.58,0.6,0.5983333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1433,694,1.3567596566523605,,,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,215,12,15,9,rejected,,G3_on,False,0.5833333333333334,0.58,0.5866666666666667,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,2135,1433,1.0440624382533097,0.15666666666666668,0.6856600189933523,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,215,12,15,9,rejected,,G3_off,False,0.5833333333333334,0.58,0.5866666666666667,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,2135,1433,1.0440624382533097,0.15666666666666668,0.6856600189933523,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,286,15,16,9,accepted,-0.01333333333333342,G3_on,False,0.58,0.5933333333333334,0.5883333333333334,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,1433,1922,1.0553624627606752,0.14666666666666667,0.49659284497444633,skip
gpt-4.1-mini,hotpotqa,combine_all_score_plateau,0,gpt-4.1-mini/hotpotqa/combine_all_score_plateau_s0,286,15,16,9,accepted,-0.01333333333333342,G3_off,False,0.58,0.5933333333333334,0.5883333333333334,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,1433,1922,1.0553624627606752,0.14666666666666667,0.49659284497444633,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,74,3,6,0,accepted,0.0,G3_on,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,74,3,6,0,accepted,0.0,G3_off,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,81,8,9,4,rejected,,G3_on,False,0.56,0.5733333333333334,0.5733333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,739,1.619896762083529,,,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,81,8,9,4,rejected,,G3_off,False,0.56,0.5733333333333334,0.5733333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,739,1.619896762083529,,,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,92,7,10,0,accepted,0.0,G3_on,True,0.5966666666666667,0.5933333333333334,0.5733333333333334,0.87,True,0.41666666666666674,False,True,True,,0.13,summarize_before,bloat_risk_growth_over_safe_ratio,731,808,1.7304347826086957,,,summarize_before
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,92,7,10,0,accepted,0.0,G3_off,True,0.5966666666666667,0.5933333333333334,0.5733333333333334,0.87,True,,False,True,True,,0.13,summarize_before,bloat_risk_growth_over_safe_ratio,731,808,1.7304347826086957,,,summarize_before
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,97,8,10,0,accepted,-0.01333333333333342,G3_on,False,0.56,0.5933333333333334,0.5733333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,808,1.706930693069307,,,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,97,8,10,0,accepted,-0.01333333333333342,G3_off,False,0.56,0.5933333333333334,0.5733333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,808,1.706930693069307,,,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,112,9,11,6,accepted,0.0,G3_on,True,0.5733333333333334,0.5966666666666667,0.5733333333333334,0.8566666666666667,True,0.3214285714285714,False,True,True,,0.14333333333333334,summarize_before,bloat_risk_growth_over_safe_ratio,739,731,1.2670107930549037,,,summarize_before
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,112,9,11,6,accepted,0.0,G3_off,True,0.5733333333333334,0.5966666666666667,0.5733333333333334,0.8566666666666667,True,,False,True,True,,0.14333333333333334,summarize_before,bloat_risk_growth_over_safe_ratio,739,731,1.2670107930549037,,,summarize_before
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,121,12,15,2,accepted,-0.026666666666666727,G3_on,False,0.57,0.5966666666666667,0.59,,True,,False,True,False,G1_parent_strength,0.0,original,near_duplicate,815,731,1.0,0.08,0.7085987261146497,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,121,12,15,2,accepted,-0.026666666666666727,G3_off,False,0.57,0.5966666666666667,0.59,,True,,False,True,False,G1_parent_strength,0.0,original,near_duplicate,815,731,1.0,0.08,0.7085987261146497,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,154,13,18,6,accepted,0.01333333333333342,G3_on,False,0.58,0.58,0.5866666666666667,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,808,1092,1.2233312538989396,0.14666666666666667,0.2736943907156673,skip
gpt-4.1-mini,hotpotqa,original_budget_proportional,0,gpt-4.1-mini/hotpotqa/original_budget_proportional_s0,154,13,18,6,accepted,0.01333333333333342,G3_off,False,0.58,0.58,0.5866666666666667,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,808,1092,1.2233312538989396,0.14666666666666667,0.2736943907156673,skip
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,60,8,9,0,accepted,-0.006666666666666654,G3_on,True,0.38,0.41,0.37,0.8366666666666667,True,0.5,False,True,True,,0.16333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,611,624,1.8722466960352422,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,60,8,9,0,accepted,-0.006666666666666654,G3_off,True,0.38,0.41,0.37,0.8366666666666667,True,,False,True,True,,0.16333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,611,624,1.8722466960352422,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,81,8,12,0,rejected,,G3_on,True,0.38,0.6,0.38,0.74,True,0.0,False,True,True,,0.26,summarize_before,bloat_risk_growth_over_safe_ratio,611,731,1.3151193633952254,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,81,8,12,0,rejected,,G3_off,True,0.38,0.6,0.38,0.74,True,,False,True,True,,0.26,summarize_before,bloat_risk_growth_over_safe_ratio,611,731,1.3151193633952254,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,83,9,12,0,accepted,0.0,G3_on,True,0.41,0.6,0.395,0.7566666666666667,True,0.375,False,True,True,,0.24333333333333335,summarize_before,bloat_risk_growth_over_safe_ratio,624,731,1.3342175066312998,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,83,9,12,0,accepted,0.0,G3_off,True,0.41,0.6,0.395,0.7566666666666667,True,,False,True,True,,0.24333333333333335,summarize_before,bloat_risk_growth_over_safe_ratio,624,731,1.3342175066312998,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,87,8,13,0,accepted,-0.01333333333333342,G3_on,False,0.38,0.56,0.395,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,611,788,1.2870952150797488,,,skip
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,87,8,13,0,accepted,-0.01333333333333342,G3_off,False,0.38,0.56,0.395,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,611,788,1.2870952150797488,,,skip
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,94,9,13,0,accepted,0.0,G3_on,True,0.41,0.56,0.38,0.77,True,0.44999999999999996,False,True,True,,0.23,summarize_before,bloat_risk_growth_over_safe_ratio,624,788,1.3044949250845819,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,94,9,13,0,accepted,0.0,G3_off,True,0.41,0.56,0.38,0.77,True,,False,True,True,,0.23,summarize_before,bloat_risk_growth_over_safe_ratio,624,788,1.3044949250845819,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,129,8,18,0,accepted,-0.01333333333333342,G3_on,True,0.38,0.56,0.38,0.7733333333333333,True,0.1499999999999999,False,True,True,,0.22666666666666666,summarize_before,bloat_risk_growth_over_safe_ratio,611,788,1.2870952150797488,,,summarize_before
gpt-4.1-mini,hotpotqa,original_immediate,0,gpt-4.1-mini/hotpotqa/original_immediate_s0,129,8,18,0,accepted,-0.01333333333333342,G3_off,True,0.38,0.56,0.38,0.7733333333333333,True,,False,True,True,,0.22666666666666666,summarize_before,bloat_risk_growth_over_safe_ratio,611,788,1.2870952150797488,,,summarize_before
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,74,3,6,0,accepted,0.0,G3_on,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,74,3,6,0,accepted,0.0,G3_off,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,100,7,11,4,accepted,0.0,G3_on,False,0.5966666666666667,0.5466666666666666,0.5733333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.622398414271556,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,100,7,11,4,accepted,0.0,G3_off,False,0.5966666666666667,0.5466666666666666,0.5733333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.622398414271556,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,132,9,11,0,accepted,0.0,G3_on,False,0.5633333333333334,0.5466666666666666,0.5683333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,755,694,1.7320522117476431,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,132,9,11,0,accepted,0.0,G3_off,False,0.5633333333333334,0.5466666666666666,0.5683333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,755,694,1.7320522117476431,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,182,14,15,4,accepted,0.0,G3_on,False,0.5566666666666666,0.5633333333333334,0.5683333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1006,755,1.9118926758520667,,,skip
gpt-4.1-mini,hotpotqa,original_score_plateau,0,gpt-4.1-mini/hotpotqa/original_score_plateau_s0,182,14,15,4,accepted,0.0,G3_off,False,0.5566666666666666,0.5633333333333334,0.5683333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1006,755,1.9118926758520667,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,74,3,6,0,accepted,0.0,G3_on,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,74,3,6,0,accepted,0.0,G3_off,False,0.5966666666666667,0.5733333333333334,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.709462915601023,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,95,3,5,0,accepted,0.0,G3_on,True,0.5966666666666667,0.5966666666666667,0.5966666666666667,0.8733333333333333,True,0.3500000000000001,False,True,True,,0.12666666666666668,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.6721227621483377,,,summarize_before
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,95,3,5,0,accepted,0.0,G3_off,True,0.5966666666666667,0.5966666666666667,0.5966666666666667,0.8733333333333333,True,,False,True,True,,0.12666666666666668,summarize_before,bloat_risk_growth_over_safe_ratio,731,694,1.6721227621483377,,,summarize_before
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,129,7,10,6,rejected,,G3_on,False,0.5966666666666667,0.58,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,604,803,1.5104100946372239,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,129,7,10,6,rejected,,G3_off,False,0.5966666666666667,0.58,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,604,803,1.5104100946372239,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,142,3,11,0,accepted,0.036666666666666625,G3_on,False,0.5966666666666667,0.5866666666666667,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,919,1.8869565217391304,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,142,3,11,0,accepted,0.036666666666666625,G3_off,False,0.5966666666666667,0.5866666666666667,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,731,919,1.8869565217391304,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,156,7,11,4,rejected,,G3_on,False,0.5966666666666667,0.5866666666666667,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,604,919,1.8900911161731206,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,156,7,11,4,rejected,,G3_off,False,0.5966666666666667,0.5866666666666667,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,604,919,1.8900911161731206,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,217,11,16,0,accepted,-0.013333333333333308,G3_on,False,0.5866666666666667,0.6066666666666667,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,919,925,1.7023086269744836,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_budget_proportional,0,gpt-4.1-mini/hotpotqa/summarize_before_budget_proportional_s0,217,11,16,0,accepted,-0.013333333333333308,G3_off,False,0.5866666666666667,0.6066666666666667,0.5966666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,919,925,1.7023086269744836,,,skip
gpt-4.1-mini,hotpotqa,summarize_before_immediate,0,gpt-4.1-mini/hotpotqa/summarize_before_immediate_s0,60,8,9,0,accepted,-0.006666666666666654,G3_on,True,0.38,0.41,0.37,0.8366666666666667,True,0.5,False,True,True,,0.16333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,611,624,1.8722466960352422,,,summarize_before
